District,1992_GDDP_Predicted,1993_GDDP_Predicted,1994_GDDP_Predicted,1995_GDDP_Predicted,1996_GDDP_Predicted,1997_GDDP_Predicted,1998_GDDP_Predicted,1999_GDDP_Predicted,2000_GDDP_Predicted,2001_GDDP_Predicted,2002_GDDP_Predicted,2003_GDDP_Predicted,2004_GDDP_Predicted,2005_GDDP_Predicted,2006_GDDP_Predicted,2007_GDDP_Predicted,2008_GDDP_Predicted,2009_GDDP_Predicted,2010_GDDP_Predicted,2011_GDDP_Predicted,2012_GDDP_Predicted,2013_GDDP_Predicted,2014_GDDP_Predicted,2015_GDDP_Predicted,2016_GDDP_Predicted,2017_GDDP_Predicted,2018_GDDP_Predicted,2019_GDDP_Predicted,2020_GDDP_Predicted,2021_GDDP_Predicted,2022_GDDP_Predicted
Kancheepuram,557032.2955830402,539084.2905274781,570453.6510764295,623394.1083949166,644633.8016807225,641508.2045567842,637020.4449788313,938583.3652837642,906813.949993926,885721.8435315539,959090.0326358714,887049.9423136832,983753.654628519,936918.286899739,1008720.4888534133,962485.9919130796,962485.9919130796,1019377.464924277,1019377.464924277,1019377.464924277,1019377.464924277,1019377.464924277,1019377.464924277,1019377.464924277,1019377.464924277,821898.4465132196,1031502.07927281,1171215.391394682,1171215.391394682,1265920.8546345101,1427803.8885254925
East Nimar,241654.61288758856,241654.61288758856,241654.61288758856,394905.39061809675,394905.39061809675,339492.6966680354,403463.41739346687,368006.2478726287,368006.2478726287,374574.98399223364,323933.4020422347,241654.61288758856,323933.4020422347,323933.4020422347,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,329191.9243035931,403741.98297757463,374574.98399223364,624388.2158370167,802806.9279257131,855402.06538646,789467.8785424769,885721.8435315539,959090.0326358714,885678.8748888618,959090.0326358714,937917.038050064
Thane,567609.2008423703,538872.4551102489,752799.655110249,641508.2045567842,641508.2045567842,624388.2158370167,881205.6101966847,881205.6101966847,1246167.746851557,1038023.6686553545,1418473.2561553556,910492.7646623688,1087048.4695899698,1249097.3223079387,646909.3118045429,1235502.8094605096,938583.3652837642,3179837.923649339,3179837.923649339,2023916.4418549764,2997454.3304277677,920229.9973212355,973445.6824819329,962485.9919130796,962485.9919130796,936898.6795999514,1019377.464924277,1019377.464924277,1019377.464924277,998101.9872675121,1031502.07927281
Janjgir-Champa,241654.61288758856,219108.66102344904,241654.61288758856,323933.4020422347,323933.4020422347,241654.61288758856,323933.4020422347,439986.4724469204,374574.98399223364,241654.61288758856,349081.87015022634,241654.61288758856,420187.16814314673,368006.2478726287,349081.87015022634,403463.41739346687,493444.78031018935,557032.2955830402,557032.2955830402,567609.2008423703,623394.1083949166,641508.2045567842,906813.949993926,1038023.6686553545,855402.06538646,910492.7646623688,910492.7646623688,805726.7962868309,805726.7962868309,926095.2569868355,937122.9378306767
Shajapur,323933.4020422347,323933.4020422347,339492.6966680354,376554.85293565236,420187.16814314673,349081.87015022634,403463.41739346687,403463.41739346687,403463.41739346687,376554.85293565236,349081.87015022634,241654.61288758856,339492.6966680354,349081.87015022634,241654.61288758856,339492.6966680354,241654.61288758856,439986.4724469204,374574.98399223364,374574.98399223364,241654.61288758856,241654.61288758856,572596.051406564,521691.8432132527,557032.2955830402,560028.3941262603,560028.3941262603,575847.0456870422,567609.2008423703,565378.0035950973,623394.1083949166
Bilaspur,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,323933.4020422347,323933.4020422347,339492.6966680354,241654.61288758856,349081.87015022634,323933.4020422347,376554.85293565236,368006.2478726287,453917.34768034617,453917.34768034617,403463.41739346687,557032.2955830402,539084.2905274781,560028.3941262603,574199.359670936,595188.5401727818,623394.1083949166,646909.3118045429,1284291.239407956,973445.6824819329,1284291.239407956,987670.8934172259,936898.6795999514,1019377.464924277,1019377.464924277,1019377.464924277,1019377.464924277
Aurangabad,71523.38804808594,84207.14707555683,84207.14707555683,105783.49409003084,84207.14707555683,84207.14707555683,131261.79494679812,84207.14707555683,131261.79494679812,131261.79494679812,152182.30078409478,131261.79494679812,140071.73411742813,145906.93815578273,105783.49409003084,131261.79494679812,105783.49409003084,145906.93815578273,158142.77977658552,166178.91669325964,219108.66102344904,443549.1471686142,557032.2955830402,560028.3941262603,567609.2008423703,623394.1083949166,641508.2045567842,824831.5270238817,910492.7646623688,867307.5598888618,869554.8065328378
Banka,39303.80468026484,61500.507499168925,39303.80468026484,64778.348599312056,71523.38804808594,68821.03195806642,68821.03195806642,68821.03195806642,84207.14707555683,71523.38804808594,91372.68775484338,64778.348599312056,71523.38804808594,84207.14707555683,84207.14707555683,105783.49409003084,91372.68775484338,84207.14707555683,71523.38804808594,71523.38804808594,105783.49409003084,91372.68775484338,368006.2478726287,453917.34768034617,453917.34768034617,572596.051406564,570453.6510764295,565378.0035950973,623394.1083949166,595188.5401727818,565378.0035950973
Bathinda,403463.41739346687,403463.41739346687,420187.16814314673,557032.2955830402,521691.8432132527,575847.0456870422,567609.2008423703,595188.5401727818,623394.1083949166,641508.2045567842,641508.2045567842,624388.2158370167,840873.155357215,882798.850977985,824831.5270238817,867307.5598888618,881205.6101966847,959090.0326358714,885678.8748888618,805726.7962868309,1008720.4888534133,959090.0326358714,840873.155357215,855402.06538646,862231.2769874998,906813.949993926,987286.4998888619,926095.2569868355,885721.8435315539,1088241.473034902,1284291.239407956
Nawada,68821.03195806642,84207.14707555683,84207.14707555683,91372.68775484338,84207.14707555683,91372.68775484338,105783.49409003084,84207.14707555683,84207.14707555683,84207.14707555683,84207.14707555683,71523.38804808594,71523.38804808594,71523.38804808594,68821.03195806642,71523.38804808594,71523.38804808594,71523.38804808594,105783.49409003084,84207.14707555683,84207.14707555683,131261.79494679812,394905.39061809675,403463.41739346687,403463.41739346687,557032.2955830402,521691.8432132527,560028.3941262603,575847.0456870422,595188.5401727818,623394.1083949166
Almora,68821.03195806642,84207.14707555683,84207.14707555683,131261.79494679812,131261.79494679812,84207.14707555683,145906.93815578273,219108.66102344904,219108.66102344904,158142.77977658552,158142.77977658552,219108.66102344904,241654.61288758856,158142.77977658552,213401.86512803702,241654.61288758856,241654.61288758856,233709.96247287688,403741.98297757463,241654.61288758856,323933.4020422347,323933.4020422347,453917.34768034617,453917.34768034617,403463.41739346687,627153.9121048021,557032.2955830402,557032.2955830402,453917.34768034617,557032.2955830402,572596.051406564
Barabanki,233709.96247287688,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,374574.98399223364,323933.4020422347,323933.4020422347,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,368006.2478726287,349081.87015022634,376760.9866539024,349081.87015022634,349081.87015022634,349081.87015022634,376760.9866539024,623394.1083949166,641508.2045567842,624388.2158370167,959090.0326358714,959090.0326358714,936918.286899739,926095.2569868355,959090.0326358714,2150008.4039426986
Champawat,46223.00523726887,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,40643.74304635062,39303.80468026484,39303.80468026484,39303.80468026484,39303.80468026484,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,64778.348599312056,61500.507499168925,71523.38804808594,68821.03195806642,84207.14707555683,84207.14707555683,374574.98399223364,323933.4020422347,374574.98399223364,323933.4020422347,323933.4020422347,339492.6966680354,241654.61288758856,323933.4020422347,323933.4020422347
Prakasam,368006.2478726287,575847.0456870422,567609.2008423703,565378.0035950973,883288.6123981061,567609.2008423703,855402.06538646,840873.155357215,840873.155357215,867307.5598888618,1019223.4754075856,793041.2326031245,973445.6824819329,936918.286899739,812221.3866348083,987670.8934172259,1284291.239407956,936898.6795999514,967657.0742218789,962485.9919130796,1019377.464924277,1019377.464924277,1427803.8885254925,1586075.6194468746,1241083.0605528853,3127113.88387156,2923523.2631964707,2923523.2631964707,2923523.2631964707,2923523.2631964707,2923523.2631964707
Agra,323933.4020422347,339492.6966680354,376760.9866539024,368006.2478726287,403463.41739346687,368006.2478726287,403463.41739346687,403463.41739346687,453917.34768034617,572596.051406564,539084.2905274781,557032.2955830402,539084.2905274781,572596.051406564,521691.8432132527,575847.0456870422,575847.0456870422,623394.1083949166,690539.2991887387,623394.1083949166,641508.2045567842,644633.8016807225,1246167.746851557,805726.7962868309,1571184.5537297009,935569.0059286448,1284291.239407956,935569.0059286448,936918.286899739,887049.9423136832,1284291.239407956
Faridabad,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,453917.34768034617,453917.34768034617,453917.34768034617,453917.34768034617,557032.2955830402,557032.2955830402,557032.2955830402,539084.2905274781,539084.2905274781,567609.2008423703,574199.359670936,567609.2008423703,595188.5401727818,727650.655110249,623394.1083949166,595188.5401727818,595188.5401727818,623394.1083949166,623394.1083949166,624388.2158370167,802806.9279257131,793041.2326031245,882798.850977985
Mahoba,84207.14707555683,84207.14707555683,84207.14707555683,145906.93815578273,145906.93815578273,145906.93815578273,145906.93815578273,145906.93815578273,166178.91669325964,158142.77977658552,166178.91669325964,158142.77977658552,166178.91669325964,145906.93815578273,166178.91669325964,213401.86512803702,166178.91669325964,84207.14707555683,213401.86512803702,233709.96247287688,393547.2981825064,393547.2981825064,403463.41739346687,403463.41739346687,453917.34768034617,542126.2007856356,539084.2905274781,570453.6510764295,557032.2955830402,539084.2905274781,560028.3941262603
Dharwad,241654.61288758856,323933.4020422347,323933.4020422347,349081.87015022634,349081.87015022634,367193.56684797263,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,403463.41739346687,509911.1493101894,557032.2955830402,477705.7061035493,421562.01788161794,557032.2955830402,893806.1187714688,539084.2905274781,557032.2955830402,542126.2007856356,574199.359670936,570453.6510764295,575847.0456870422,595188.5401727818,560202.6217769155,623394.1083949166,641508.2045567842,802806.9279257131,802806.9279257131,862231.2769874998,910492.7646623688
Guntur,575847.0456870422,637020.4449788313,623394.1083949166,824831.5270238817,910492.7646623688,862231.2769874998,862249.2673075555,926095.2569868355,959090.0326358714,937917.038050064,973445.6824819329,973445.6824819329,1019377.464924277,987670.8934172259,973445.6824819329,1019377.464924277,1019377.464924277,1179294.7890212245,1391554.591706272,1391554.591706272,1171215.391394682,1281949.6143211215,984113.497015111,1148924.3753200665,1148924.3753200665,1241083.0605528853,1427803.8885254925,3127113.88387156,1586075.6194468746,3127113.88387156,2923523.2631964707
Bareilly,323933.4020422347,339492.6966680354,339492.6966680354,368006.2478726287,368006.2478726287,339492.6966680354,349081.87015022634,339492.6966680354,349081.87015022634,368006.2478726287,394905.39061809675,323933.4020422347,368006.2478726287,368006.2478726287,368006.2478726287,452428.54598634,403463.41739346687,368006.2478726287,403463.41739346687,423311.73851660016,403463.41739346687,403463.41739346687,711301.4812093051,637020.4449788313,882798.850977985,959090.0326358714,812221.3866348083,936918.286899739,936918.286899739,920229.9973212355,973445.6824819329
Churachandpur,64778.348599312056,68821.03195806642,64778.348599312056,68821.03195806642,64778.348599312056,71523.38804808594,64778.348599312056,68821.03195806642,68821.03195806642,71523.38804808594,71523.38804808594,68821.03195806642,71523.38804808594,68821.03195806642,68821.03195806642,68821.03195806642,64778.348599312056,71523.38804808594,84207.14707555683,71523.38804808594,84207.14707555683,84207.14707555683,323933.4020422347,376760.9866539024,241654.61288758856,339492.6966680354,368006.2478726287,368006.2478726287,349081.87015022634,376760.9866539024,349081.87015022634
Gorakhpur,323933.4020422347,339492.6966680354,349081.87015022634,368006.2478726287,368006.2478726287,323933.4020422347,376760.9866539024,339492.6966680354,368006.2478726287,368006.2478726287,368006.2478726287,367193.56684797263,339492.6966680354,376760.9866539024,368006.2478726287,368006.2478726287,394905.39061809675,368006.2478726287,403463.41739346687,376554.85293565236,368006.2478726287,403463.41739346687,623394.1083949166,623394.1083949166,882798.850977985,936918.286899739,1008720.4888534133,1284291.239407956,936918.286899739,887049.9423136832,962485.9919130796
Tikamgarh,241654.61288758856,323933.4020422347,349081.87015022634,368006.2478726287,420187.16814314673,323933.4020422347,376760.9866539024,368006.2478726287,368006.2478726287,349081.87015022634,339492.6966680354,403741.98297757463,403741.98297757463,374574.98399223364,403741.98297757463,339492.6966680354,374574.98399223364,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,368006.2478726287,641508.2045567842,646909.3118045429,882798.850977985,1087048.4695899698,885721.8435315539,936918.286899739,926095.2569868355,936918.286899739,1008720.4888534133
Unnao,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,241654.61288758856,323933.4020422347,403741.98297757463,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,339492.6966680354,323933.4020422347,323933.4020422347,374574.98399223364,374574.98399223364,374574.98399223364,623394.1083949166,614519.5812093051,802806.9279257131,1038023.6686553545,789467.8785424769,885721.8435315539,943884.6986487402,959090.0326358714,1019223.4754075856
Kangra,219108.66102344904,213401.86512803702,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,339492.6966680354,376760.9866539024,420187.16814314673,403463.41739346687,403463.41739346687,452428.54598634,557032.2955830402,427036.1972800199,453917.34768034617,539084.2905274781,557032.2955830402,572596.051406564,557032.2955830402,572596.051406564,567609.2008423703,560028.3941262603,575847.0456870422,565378.0035950973,575847.0456870422,881205.6101966847,938583.3652837642,910492.7646623688,623394.1083949166,637020.4449788313,882798.850977985
Raigarh,219108.66102344904,166178.91669325964,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,267748.7609663321,241654.61288758856,403741.98297757463,241654.61288758856,368006.2478726287,323933.4020422347,403463.41739346687,403463.41739346687,376554.85293565236,557032.2955830402,572596.051406564,556351.8163915195,560028.3941262603,595188.5401727818,624388.2158370167,802806.9279257131,967657.0742218789,1019377.464924277,962485.9919130796,1088230.7558037648,1019377.464924277,1019377.464924277,1019377.464924277,1076723.1145272707,1391554.591706272
Madhubani,64778.348599312056,71523.38804808594,84207.14707555683,84207.14707555683,145906.93815578273,84207.14707555683,158142.77977658552,145906.93815578273,158142.77977658552,166178.91669325964,219108.66102344904,145906.93815578273,166178.91669325964,219108.66102344904,219108.66102344904,219108.66102344904,241654.61288758856,158142.77977658552,241654.61288758856,219108.66102344904,219108.66102344904,374574.98399223364,557032.2955830402,539084.2905274781,570453.6510764295,538872.4551102489,595188.5401727818,882798.850977985,906813.949993926,1171327.9167044114,789467.8785424769
Bangalore Rural,403741.98297757463,374574.98399223364,323933.4020422347,349081.87015022634,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,493444.78031018935,493444.78031018935,453917.34768034617,557032.2955830402,557032.2955830402,557032.2955830402,539084.2905274781,563868.6428051387,602834.3978104709,729647.409111612,752799.655110249,623394.1083949166,690539.2991887387,623394.1083949166,623394.1083949166,623394.1083949166,802806.9279257131,882798.850977985,906813.949993926,1038023.6686553545,885721.8435315539,937917.038050064
Kurnool,339492.6966680354,567609.2008423703,567609.2008423703,641508.2045567842,1249097.3223079387,793041.2326031245,805726.7962868309,920229.9973212355,959090.0326358714,936918.286899739,920229.9973212355,1038023.6686553545,973445.6824819329,959090.0326358714,906813.949993926,973445.6824819329,1284291.239407956,936898.6795999514,967657.0742218789,1060175.860254961,1019377.464924277,936898.6795999514,1818700.5689530324,1427803.8885254925,1217445.4455528853,1586075.6194468746,3127113.88387156,2923523.2631964707,3127113.88387156,2923523.2631964707,2923523.2631964707
Bellary,241654.61288758856,368006.2478726287,368006.2478726287,453917.34768034617,572596.051406564,542126.2007856356,538872.4551102489,575847.0456870422,623394.1083949166,595188.5401727818,623394.1083949166,623394.1083949166,624388.2158370167,828003.4244023921,637020.4449788313,1038023.6686553545,1087048.4695899698,789467.8785424769,789467.8785424769,885721.8435315539,1019223.4754075856,910492.7646623688,967657.0742218789,1019377.464924277,936898.6795999514,1019377.464924277,1019377.464924277,998101.9872675121,998101.9872675121,1031502.07927281,1148924.3753200665
Jalandhar,539084.2905274781,574199.359670936,557032.2955830402,575847.0456870422,560202.6217769155,623394.1083949166,623394.1083949166,646909.3118045429,802806.9279257131,938583.3652837642,855402.06538646,882798.850977985,910492.7646623688,855402.06538646,855402.06538646,1087048.4695899698,824831.5270238817,987286.4998888619,862231.2769874998,855402.06538646,987286.4998888619,840873.155357215,641508.2045567842,623394.1083949166,623394.1083949166,793041.2326031245,646909.3118045429,938583.3652837642,1087048.4695899698,805726.7962868309,959090.0326358714
Garhwal,91372.68775484338,145906.93815578273,145906.93815578273,166178.91669325964,219108.66102344904,166178.91669325964,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,349081.87015022634,241654.61288758856,241654.61288758856,323933.4020422347,329191.9243035931,241654.61288758856,323933.4020422347,376760.9866539024,376760.9866539024,376760.9866539024,565378.0035950973,595188.5401727818,595188.5401727818,793041.2326031245,921517.6627426908,802806.9279257131,575847.0456870422,882798.850977985,938583.3652837642
Salem,539084.2905274781,574199.359670936,575847.0456870422,623394.1083949166,690539.2991887387,641508.2045567842,802806.9279257131,910492.7646623688,885678.8748888618,789467.8785424769,885721.8435315539,943884.6986487402,959090.0326358714,943884.6986487402,869554.8065328378,937917.038050064,959090.0326358714,1284291.239407956,973445.6824819329,983753.654628519,1088241.473034902,937917.038050064,894665.2166731625,939999.1544640926,887049.9423136832,973445.6824819329,973445.6824819329,936898.6795999514,936898.6795999514,1019377.464924277,1076723.1145272707
Changlang,145906.93815578273,131261.79494679812,84207.14707555683,84207.14707555683,105783.49409003084,91372.68775484338,145906.93815578273,145906.93815578273,105783.49409003084,105783.49409003084,105783.49409003084,105783.49409003084,145906.93815578273,131261.79494679812,105783.49409003084,145906.93815578273,105783.49409003084,145906.93815578273,158142.77977658552,166178.91669325964,158142.77977658552,166178.91669325964,403741.98297757463,374574.98399223364,241654.61288758856,339492.6966680354,323933.4020422347,339492.6966680354,323933.4020422347,339492.6966680354,367193.56684797263
Jabalpur,368006.2478726287,368006.2478726287,403463.41739346687,453917.34768034617,453917.34768034617,368006.2478726287,453917.34768034617,427036.1972800199,557032.2955830402,557032.2955830402,557032.2955830402,453917.34768034617,557032.2955830402,453917.34768034617,453917.34768034617,557032.2955830402,557032.2955830402,403463.41739346687,453917.34768034617,557032.2955830402,563868.6428051387,567609.2008423703,624388.2158370167,802806.9279257131,646909.3118045429,1022956.328292769,1038023.6686553545,959090.0326358714,926095.2569868355,936918.286899739,920229.9973212355
Kolhapur,572596.051406564,574199.359670936,539084.2905274781,595188.5401727818,623394.1083949166,595188.5401727818,802806.9279257131,855402.06538646,910492.7646623688,862249.2673075555,805726.7962868309,910492.7646623688,862231.2769874998,802806.9279257131,641508.2045567842,892610.5932916175,906813.949993926,1088241.473034902,987286.4998888619,926095.2569868355,936918.286899739,920229.9973212355,840873.155357215,885678.8748888618,906813.949993926,894665.2166731625,920229.9973212355,973445.6824819329,1284291.239407956,973445.6824819329,967657.0742218789
Rajgarh,339492.6966680354,339492.6966680354,368006.2478726287,557032.2955830402,493444.78031018935,368006.2478726287,557032.2955830402,539084.2905274781,567609.2008423703,557032.2955830402,368006.2478726287,403741.98297757463,368006.2478726287,339492.6966680354,241654.61288758856,241654.61288758856,439986.4724469204,213401.86512803702,241654.61288758856,241654.61288758856,374574.98399223364,339492.6966680354,882798.850977985,855402.06538646,862231.2769874998,1038023.6686553545,3179837.923649339,936918.286899739,936918.286899739,1008720.4888534133,935569.0059286448
Sambalpur,219108.66102344904,219108.66102344904,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,403741.98297757463,241654.61288758856,241654.61288758856,241654.61288758856,323933.4020422347,403741.98297757463,241654.61288758856,323933.4020422347,323933.4020422347,339492.6966680354,339492.6966680354,368006.2478726287,368006.2478726287,368006.2478726287,3179837.923649339,885721.8435315539,855402.06538646,937122.9378306767,1678835.555266936,1181929.7617805677,816862.617857081,937917.038050064,983753.654628519
Sidhi,145906.93815578273,131261.79494679812,166178.91669325964,213401.86512803702,304204.9027872174,166178.91669325964,241654.61288758856,304204.9027872174,241654.61288758856,219108.66102344904,439986.4724469204,219108.66102344904,219108.66102344904,219108.66102344904,158142.77977658552,439986.4724469204,145906.93815578273,145906.93815578273,219108.66102344904,166178.91669325964,304204.9027872174,403741.98297757463,539084.2905274781,567609.2008423703,539084.2905274781,623394.1083949166,641508.2045567842,646909.3118045429,641508.2045567842,752415.3623981061,938583.3652837642
East Garo Hills,40643.74304635062,64778.348599312056,71523.38804808594,71523.38804808594,64778.348599312056,68821.03195806642,68821.03195806642,84207.14707555683,84207.14707555683,71523.38804808594,71523.38804808594,64778.348599312056,84207.14707555683,84207.14707555683,84207.14707555683,91372.68775484338,84207.14707555683,84207.14707555683,105783.49409003084,68821.03195806642,84207.14707555683,84207.14707555683,323933.4020422347,339492.6966680354,323933.4020422347,376760.9866539024,368006.2478726287,368006.2478726287,323933.4020422347,368006.2478726287,368006.2478726287
Dharmapuri,241654.61288758856,374574.98399223364,483749.24972470093,376760.9866539024,339492.6966680354,349081.87015022634,376760.9866539024,376554.85293565236,403463.41739346687,405773.7453101894,427036.1972800199,403463.41739346687,453917.34768034617,403463.41739346687,403463.41739346687,557032.2955830402,493444.78031018935,572596.051406564,557032.2955830402,557032.2955830402,557032.2955830402,557032.2955830402,539084.2905274781,560028.3941262603,539084.2905274781,565378.0035950973,595188.5401727818,623394.1083949166,623394.1083949166,637020.4449788313,882798.850977985
Madurai,368006.2478726287,420187.16814314673,403463.41739346687,453917.34768034617,421562.01788161794,453917.34768034617,627153.9121048021,539084.2905274781,539084.2905274781,539084.2905274781,570453.6510764295,575847.0456870422,575847.0456870422,574199.359670936,539084.2905274781,575847.0456870422,567609.2008423703,595188.5401727818,595188.5401727818,575847.0456870422,575847.0456870422,595188.5401727818,565378.0035950973,690539.2991887387,565378.0035950973,623394.1083949166,623394.1083949166,624388.2158370167,646909.3118045429,824831.5270238817,881205.6101966847
Raipur,349081.87015022634,339492.6966680354,394905.39061809675,452428.54598634,493444.78031018935,403463.41739346687,421562.01788161794,403463.41739346687,453917.34768034617,403463.41739346687,557032.2955830402,453917.34768034617,567609.2008423703,567609.2008423703,572596.051406564,560202.6217769155,623394.1083949166,637020.4449788313,641508.2045567842,855402.06538646,906813.949993926,943884.6986487402,959090.0326358714,937917.038050064,959090.0326358714,1116470.2197113803,936918.286899739,935569.0059286448,935569.0059286448,962485.9919130796,967657.0742218789
Upper Siang,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,39303.80468026484,46223.00523726887,39303.80468026484,39303.80468026484,39303.80468026484,46223.00523726887,46223.00523726887,46223.00523726887,39303.80468026484,39303.80468026484,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,46223.00523726887,105783.49409003084,145906.93815578273,131261.79494679812,241654.61288758856,349081.87015022634,241654.61288758856,131261.79494679812,131261.79494679812,145906.93815578273
Uttara Kannada,219108.66102344904,241654.61288758856,241654.61288758856,323933.4020422347,403741.98297757463,241654.61288758856,368006.2478726287,349081.87015022634,368006.2478726287,376760.9866539024,349081.87015022634,368006.2478726287,421562.01788161794,403463.41739346687,349081.87015022634,368006.2478726287,376760.9866539024,403463.41739346687,394905.39061809675,376554.85293565236,403463.41739346687,453917.34768034617,539084.2905274781,595188.5401727818,556351.8163915195,881205.6101966847,885678.8748888618,910492.7646623688,637020.4449788313,802806.9279257131,1087048.4695899698
Ratlam,339492.6966680354,368006.2478726287,368006.2478726287,453917.34768034617,557032.2955830402,403463.41739346687,427036.1972800199,453917.34768034617,453917.34768034617,403463.41739346687,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,241654.61288758856,349081.87015022634,368006.2478726287,323933.4020422347,403741.98297757463,241654.61288758856,329191.9243035931,374574.98399223364,623394.1083949166,623394.1083949166,623394.1083949166,921517.6627426908,824831.5270238817,910492.7646623688,906813.949993926,1418473.2561553556,892472.9878306766
Jalpaiguri,241654.61288758856,241654.61288758856,233709.96247287688,241654.61288758856,241654.61288758856,241654.61288758856,241654.61288758856,267748.7609663321,323933.4020422347,323933.4020422347,323933.4020422347,241654.61288758856,339492.6966680354,339492.6966680354,374574.98399223364,368006.2478726287,376760.9866539024,349081.87015022634,368006.2478726287,403463.41739346687,403463.41739346687,453917.34768034617,560028.3941262603,567609.2008423703,560028.3941262603,595188.5401727818,595188.5401727818,623394.1083949166,623394.1083949166,641508.2045567842,793041.2326031245
Neemuch,241654.61288758856,323933.4020422347,323933.4020422347,368006.2478726287,368006.2478726287,349081.87015022634,394905.39061809675,368006.2478726287,368006.2478726287,368006.2478726287,349081.87015022634,323933.4020422347,349081.87015022634,323933.4020422347,241654.61288758856,329191.9243035931,374574.98399223364,241654.61288758856,374574.98399223364,323933.4020422347,339492.6966680354,349081.87015022634,556351.8163915195,560028.3941262603,570453.6510764295,595188.5401727818,623394.1083949166,623394.1083949166,595188.5401727818,623394.1083949166,641508.2045567842
Sehore,323933.4020422347,376760.9866539024,368006.2478726287,453917.34768034617,453917.34768034617,367193.56684797263,464937.49856108427,403463.41739346687,368006.2478726287,323933.4020422347,339492.6966680354,241654.61288758856,394905.39061809675,368006.2478726287,323933.4020422347,368006.2478726287,368006.2478726287,323933.4020422347,403463.41739346687,403463.41739346687,452428.54598634,403463.41739346687,938583.3652837642,910492.7646623688,938583.3652837642,936918.286899739,936918.286899739,1284291.239407956,920229.9973212355,2997454.3304277677,1060175.860254961
Sitamarhi,64778.348599312056,68821.03195806642,71523.38804808594,84207.14707555683,84207.14707555683,71523.38804808594,91372.68775484338,84207.14707555683,105783.49409003084,91372.68775484338,145906.93815578273,84207.14707555683,105783.49409003084,105783.49409003084,84207.14707555683,84207.14707555683,105783.49409003084,84207.14707555683,145906.93815578273,105783.49409003084,105783.49409003084,166178.91669325964,349081.87015022634,394905.39061809675,368006.2478726287,403463.41739346687,403463.41739346687,572596.051406564,560028.3941262603,567609.2008423703,575847.0456870422
Kozhikode,241654.61288758856,374574.98399223364,403741.98297757463,323933.4020422347,323933.4020422347,374574.98399223364,339492.6966680354,339492.6966680354,376760.9866539024,376760.9866539024,368006.2478726287,376760.9866539024,420187.16814314673,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,403463.41739346687,374574.98399223364,323933.4020422347,323933.4020422347,368006.2478726287,368006.2478726287,368006.2478726287,368006.2478726287,403463.41739346687,509911.1493101894
Mandla,105783.49409003084,105783.49409003084,145906.93815578273,219108.66102344904,166178.91669325964,166178.91669325964,219108.66102344904,219108.66102344904,219108.66102344904,219108.66102344904,439986.4724469204,158142.77977658552,166178.91669325964,219108.66102344904,166178.91669325964,241654.61288758856,241654.61288758856,439986.4724469204,219108.66102344904,241654.61288758856,241654.61288758856,241654.61288758856,542126.2007856356,575847.0456870422,539084.2905274781,855402.06538646,855402.06538646,824831.5270238817,802806.9279257131,862231.2769874998,910492.7646623688
Namakkal,368006.2478726287,403463.41739346687,403463.41739346687,557032.2955830402,453917.34768034617,557032.2955830402,739631.1111701375,560028.3941262603,575847.0456870422,595188.5401727818,623394.1083949166,623394.1083949166,623394.1083949166,595188.5401727818,565378.0035950973,641508.2045567842,595188.5401727818,624388.2158370167,624388.2158370167,641508.2045567842,623394.1083949166,623394.1083949166,595188.5401727818,623394.1083949166,595188.5401727818,623394.1083949166,623394.1083949166,752415.3623981061,882798.850977985,892610.5932916175,910492.7646623688
