Col_A_Block_1,Col_B_Block_1,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
172,Fatehabad,25591.0,22565.0,21269.0,27785.0,31061.0,31985.0,30817.0,31079.0,33766.0,35988.0,37048.0,37687.0,41325.0,37411.0,34316.0,42354.0,39113.0,49323.0,39925.0,42046.0,49072.0,47726.0,38687.0,34202.0,31584.0,35151.0,35334.0,40060.0,41440.0,44735.0,46947.0
173,Gurgaon,22479.0,21195.0,20899.0,27762.0,30817.0,29606.0,29708.0,31303.0,34961.0,39273.0,38620.0,36414.0,41826.0,42358.0,43070.0,45916.0,46368.0,52617.0,52421.0,53343.0,59494.0,59048.0,58209.0,56068.0,55172.0,57751.0,57966.0,65132.0,66823.0,69611.0,73254.0
174,Hisar,37685.0,34178.0,32500.0,43628.0,47571.0,43762.0,43870.0,47776.0,50678.0,52081.0,51131.0,49393.0,54977.0,50554.0,48814.0,58810.0,56903.0,71753.0,61981.0,67038.0,77536.0,76456.0,64459.0,60213.0,57367.0,64075.0,64842.0,71938.0,75257.0,82125.0,85590.0
175,Jhajjar,18404.0,15357.0,15341.0,20568.0,22291.0,22361.0,21697.0,22191.0,25734.0,29123.0,28755.0,26385.0,29973.0,28821.0,27497.0,32169.0,31258.0,40444.0,37474.0,38396.0,46301.0,45427.0,48558.0,42959.0,39255.0,45013.0,46849.0,53064.0,54086.0,56738.0,58800.0
176,Jind,25342.0,23251.0,21683.0,28600.0,30689.0,30345.0,29666.0,30465.0,32931.0,36496.0,36964.0,33742.0,38911.0,39980.0,38430.0,42334.0,43582.0,56105.0,44016.0,48347.0,54652.0,52067.0,50799.0,44622.0,41004.0,44964.0,45780.0,50792.0,52925.0,57043.0,58004.0
177,Kaithal,25383.0,23174.0,20654.0,27668.0,28426.0,29459.0,28644.0,30350.0,31790.0,37439.0,37596.0,34218.0,42408.0,38042.0,37583.0,41136.0,39211.0,52584.0,43310.0,44769.0,51295.0,50010.0,47051.0,40017.0,36025.0,38591.0,39668.0,41670.0,42166.0,44040.0,47403.0
178,Karnal,34242.0,32627.0,29199.0,39563.0,42250.0,45637.0,43062.0,44966.0,48227.0,52302.0,52897.0,49785.0,55410.0,55708.0,50961.0,50989.0,51428.0,67386.0,58124.0,57693.0,69397.0,68247.0,72061.0,60082.0,56127.0,60862.0,62441.0,66432.0,65547.0,68696.0,73721.0
179,Kurukshetra,28156.0,24404.0,22776.0,31149.0,32637.0,32967.0,32195.0,35213.0,37466.0,42757.0,42249.0,39430.0,46001.0,42042.0,38254.0,41947.0,39898.0,48531.0,37009.0,39261.0,45464.0,43391.0,41711.0,34961.0,32320.0,36216.0,36214.0,39154.0,41437.0,44138.0,47089.0
180,Mahendragarh,16135.0,14994.0,14561.0,18222.0,19360.0,19184.0,20177.0,19162.0,22111.0,24519.0,24759.0,23821.0,28583.0,25606.0,24602.0,25447.0,25267.0,32012.0,27998.0,30677.0,37546.0,36400.0,34945.0,32123.0,30162.0,32726.0,34841.0,35655.0,35566.0,36517.0,39655.0
181,Mewat,8117.0,7770.0,7255.0,10671.0,11623.0,10099.0,10953.0,10489.0,12759.0,13388.0,12247.0,12503.0,14776.0,13810.0,13510.0,15768.0,15302.0,20112.0,19184.0,20072.0,23714.0,25350.0,33228.0,28656.0,27378.0,32300.0,35142.0,41523.0,43902.0,47023.0,48479.0
182,Palwal,9060.0,9648.0,8502.0,11225.0,12466.0,11013.0,11551.0,11762.0,13195.0,13979.0,13393.0,12705.0,15825.0,14689.0,16915.0,18379.0,18416.0,21326.0,18863.0,18997.0,21659.0,21723.0,23845.0,21116.0,21024.0,24421.0,26423.0,31280.0,31307.0,32588.0,34337.0
183,Panchkula,7427.0,7412.0,6862.0,8883.0,9861.0,9646.0,10410.0,10452.0,11310.0,12663.0,12379.0,11911.0,14263.0,13858.0,12886.0,15859.0,14594.0,17549.0,16272.0,17175.0,18997.0,18128.0,18910.0,18844.0,19167.0,21218.0,21760.0,23045.0,23008.0,24764.0,26645.0
184,Panipat,17467.0,16561.0,15509.0,22042.0,23573.0,24703.0,24136.0,26674.0,27478.0,30673.0,31230.0,28689.0,33005.0,32973.0,32635.0,34163.0,35423.0,41949.0,37418.0,38651.0,41566.0,41689.0,43558.0,40154.0,36547.0,37433.0,38101.0,44634.0,42466.0,43088.0,44962.0
185,Rewari,13178.0,12075.0,12298.0,15737.0,17224.0,17316.0,18052.0,17872.0,20928.0,23481.0,22265.0,21132.0,23984.0,22401.0,22884.0,24505.0,24413.0,29096.0,27231.0,28517.0,34922.0,35180.0,32552.0,30501.0,29237.0,31950.0,33270.0,34605.0,35010.0,37065.0,39564.0
186,Rohtak,15243.0,13508.0,12718.0,16948.0,18744.0,17132.0,19391.0,20089.0,22025.0,24263.0,23718.0,22944.0,24999.0,25481.0,23736.0,27337.0,27943.0,35088.0,30362.0,31663.0,36036.0,35560.0,37629.0,31847.0,27725.0,32567.0,34327.0,37861.0,39064.0,41669.0,43624.0
187,Sirsa,36351.0,32756.0,30351.0,39057.0,44904.0,42707.0,40896.0,41607.0,44770.0,47268.0,50914.0,52739.0,63642.0,57906.0,50941.0,54759.0,52433.0,76007.0,63123.0,68761.0,80155.0,75485.0,59693.0,58055.0,53637.0,59556.0,58523.0,63089.0,61970.0,67860.0,74403.0
188,Sonipat,24220.0,20040.0,19324.0,26785.0,28905.0,28640.0,28814.0,31870.0,35924.0,38577.0,37037.0,35326.0,40385.0,41803.0,39190.0,45182.0,45994.0,55777.0,47155.0,49940.0,57619.0,56767.0,58826.0,52995.0,50337.0,55336.0,56202.0,63292.0,60832.0,63235.0,66495.0
189,Yamunanagar,14968.0,14172.0,13324.0,17601.0,18393.0,20059.0,19090.0,20220.0,21621.0,24396.0,24368.0,22150.0,25042.0,24622.0,22362.0,25706.0,23827.0,28440.0,24184.0,24159.0,28262.0,27336.0,27221.0,24933.0,23559.0,28364.0,28064.0,32288.0,30752.0,32772.0,34293.0
190,Bilaspur,4383.0,4464.0,4137.0,5814.0,6859.0,6280.0,7627.0,9539.0,10848.0,11487.0,12379.0,11529.0,14109.0,12924.0,12930.0,15281.0,13784.0,14700.0,13396.0,14037.0,16212.0,15634.0,13796.0,13784.0,13147.0,15230.0,15113.0,15683.0,15424.0,17408.0,19006.0
191,Chamba,1377.0,1374.0,1038.0,1769.0,2012.0,1479.0,2351.0,2731.0,4321.0,4066.0,4707.0,4457.0,5852.0,5239.0,5197.0,8060.0,6166.0,5949.0,6577.0,7288.0,7658.0,8166.0,26169.0,26662.0,30065.0,65999.0,63215.0,62193.0,27150.0,29137.0,31888.0
192,Hamirpur,2229.0,2072.0,1902.0,3584.0,4273.0,3574.0,5950.0,7753.0,9370.0,9780.0,10637.0,10701.0,12564.0,10607.0,10283.0,11551.0,10464.0,12011.0,10316.0,11304.0,12979.0,12759.0,11032.0,11324.0,10850.0,12936.0,13030.0,13320.0,11963.0,13399.0,14797.0
193,Kangra,6387.0,6573.0,5816.0,10087.0,12727.0,11825.0,17170.0,19853.0,25183.0,26017.0,28521.0,29048.0,35924.0,32384.0,30420.0,38274.0,33871.0,36462.0,32797.0,36232.0,42651.0,41327.0,44533.0,46860.0,45065.0,65931.0,64965.0,67886.0,50878.0,56355.0,61041.0
194,Kinnaur,0.0,32.0,109.0,826.0,827.0,568.0,1119.0,1525.0,1251.0,1426.0,1456.0,1312.0,1358.0,1002.0,1242.0,2098.0,1979.0,1786.0,3042.0,3158.0,2682.0,2793.0,14314.0,15396.0,11785.0,60715.0,59086.0,60696.0,14103.0,14608.0,18136.0
195,Kinnaur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,378.0,156.0,1120.0,1070.0,1120.0,298.0,297.0,292.0
196,Kinnaur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,959.0,959.0,0.0,0.0,0.0
197,Kullu,891.0,966.0,947.0,1238.0,2131.0,2030.0,2587.0,4863.0,5679.0,5218.0,5497.0,5443.0,7716.0,6780.0,7289.0,10925.0,7963.0,6661.0,8673.0,9447.0,10318.0,11157.0,22697.0,22525.0,22372.0,55459.0,54138.0,53612.0,23688.0,25939.0,28779.0
198,Lahul & Spiti,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,73.0,107.0,55.0,63.0,80.0,0.0,0.0,61.0,138.0,0.0,74.0,96.0,67.0,74.0,4578.0,5739.0,3735.0,131786.0,128013.0,130554.0,6076.0,8806.0,10101.0
199,Lahul & Spiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,96.0,1841.0,1771.0,1841.0,119.0,126.0,175.0
200,Mandi,3124.0,3369.0,2820.0,3836.0,5563.0,4391.0,6902.0,9756.0,12738.0,12146.0,15061.0,16863.0,20650.0,17831.0,17043.0,24079.0,19111.0,20836.0,19853.0,21586.0,24136.0,23608.0,30693.0,31030.0,29393.0,42687.0,42166.0,42809.0,34080.0,39304.0,43758.0
201,Shimla,1726.0,1881.0,2109.0,3829.0,4879.0,4559.0,6642.0,10532.0,12502.0,11931.0,13037.0,11790.0,16768.0,13940.0,14891.0,20062.0,15390.0,14667.0,17424.0,20028.0,20156.0,20533.0,31531.0,35676.0,33758.0,54004.0,52510.0,52418.0,35442.0,39729.0,47312.0
202,Sirmaur,2279.0,2421.0,2437.0,3661.0,4189.0,4413.0,5279.0,7788.0,8411.0,10074.0,9620.0,8714.0,14090.0,12766.0,12687.0,18791.0,15245.0,13968.0,15742.0,14940.0,18796.0,18174.0,22856.0,24891.0,21552.0,32099.0,31931.0,33402.0,24665.0,29362.0,34925.0
203,Solan,6501.0,6338.0,5693.0,9078.0,10637.0,10909.0,13691.0,18389.0,20935.0,22446.0,23445.0,21432.0,26098.0,25501.0,27434.0,31790.0,29411.0,32944.0,30271.0,32381.0,36273.0,33864.0,31363.0,31113.0,30087.0,34587.0,34563.0,37531.0,35626.0,39675.0,43918.0
204,Una,4460.0,3624.0,3347.0,5695.0,5965.0,6835.0,8381.0,10220.0,12368.0,12912.0,13532.0,14680.0,16528.0,15291.0,15945.0,18134.0,16501.0,17416.0,16843.0,17205.0,21814.0,20046.0,17864.0,17875.0,17639.0,20640.0,20925.0,22524.0,21875.0,23554.0,25171.0
205,Anantnag,0.0,118.0,0.0,68.0,206.0,202.0,246.0,136.0,331.0,328.0,278.0,608.0,853.0,1378.0,988.0,2747.0,1628.0,1353.0,1754.0,2848.0,5404.0,4435.0,16959.0,16921.0,17366.0,30792.0,28593.0,30695.0,17495.0,19410.0,23063.0
206,Badgam,381.0,693.0,555.0,594.0,1004.0,1558.0,1599.0,1073.0,1663.0,1847.0,1776.0,1820.0,2492.0,2565.0,2827.0,3800.0,2757.0,3771.0,4869.0,4563.0,5882.0,5717.0,12779.0,13089.0,12989.0,18606.0,17628.0,19302.0,15849.0,17792.0,18594.0
207,Bandipore,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,52.0,159.0,72.0,221.0,138.0,88.0,637.0,1094.0,1380.0,1419.0,6625.0,6160.0,6994.0,25745.0,24793.0,25855.0,6378.0,8407.0,8560.0
208,Baramulla,849.0,1741.0,1691.0,2291.0,1688.0,620.0,2503.0,625.0,1521.0,1361.0,1148.0,1779.0,2477.0,3804.0,3346.0,6081.0,4280.0,3479.0,5445.0,4811.0,7491.0,8900.0,25555.0,26086.0,26077.0,32682.0,28838.0,32314.0,29957.0,32045.0,34101.0
209,Doda,370.0,339.0,260.0,504.0,732.0,560.0,1102.0,806.0,1253.0,1496.0,1747.0,1396.0,1852.0,2061.0,1630.0,3191.0,1880.0,1942.0,2029.0,2333.0,2498.0,2398.0,17166.0,17703.0,17289.0,28443.0,25387.0,28199.0,19006.0,20382.0,22240.0
210,Ganderbal,0.0,41.0,33.0,4.0,34.0,182.0,311.0,116.0,213.0,237.0,48.0,367.0,371.0,1108.0,1207.0,1951.0,1198.0,1183.0,1701.0,1819.0,2660.0,2636.0,10037.0,9796.0,9398.0,15478.0,14319.0,15011.0,11416.0,13456.0,14795.0
211,Jammu,23755.0,20984.0,21456.0,26331.0,28227.0,28952.0,30263.0,28093.0,28760.0,31269.0,33288.0,29623.0,35605.0,36352.0,36355.0,40325.0,38243.0,43679.0,42498.0,42266.0,52443.0,47848.0,64498.0,63791.0,62353.0,67080.0,69388.0,69089.0,69232.0,71329.0,76584.0
212,Kargil,0.0,0.0,0.0,244.0,189.0,114.0,106.0,72.0,101.0,61.0,187.0,162.0,353.0,477.0,487.0,713.0,1286.0,1502.0,1168.0,1327.0,1046.0,1811.0,8003.0,14689.0,7961.0,146295.0,141956.0,146550.0,16776.0,22968.0,27409.0
213,Kathua,7828.0,7622.0,7311.0,9306.0,10022.0,9888.0,10783.0,10834.0,11842.0,11850.0,12330.0,11616.0,15767.0,16362.0,15489.0,17917.0,15947.0,18015.0,18554.0,19497.0,25867.0,23071.0,39673.0,38357.0,37506.0,43746.0,43183.0,44201.0,40843.0,43124.0,45055.0
214,Kishtwar,1849.0,1727.0,1363.0,1353.0,1291.0,1470.0,1919.0,1652.0,1823.0,1405.0,1362.0,1042.0,1276.0,1100.0,1010.0,1296.0,652.0,857.0,1048.0,1102.0,1224.0,1073.0,9914.0,8429.0,13218.0,76426.0,73916.0,75725.0,13815.0,14512.0,16148.0
215,Kulgam,0.0,0.0,0.0,0.0,0.0,20.0,36.0,0.0,160.0,18.0,9.0,140.0,187.0,351.0,316.0,1257.0,522.0,603.0,662.0,746.0,2031.0,1572.0,7053.0,7218.0,6971.0,14684.0,13972.0,14597.0,7228.0,8145.0,9608.0
216,Kupwara,0.0,0.0,0.0,0.0,0.0,0.0,1191.0,0.0,60.0,23.0,0.0,121.0,193.0,611.0,206.0,1032.0,586.0,202.0,981.0,995.0,1367.0,1838.0,16222.0,15427.0,17540.0,29541.0,26099.0,29218.0,19431.0,21055.0,23706.0
217,Leh (Ladakh),388.0,393.0,252.0,741.0,795.0,552.0,694.0,867.0,1003.0,1077.0,1127.0,1664.0,1863.0,1701.0,1801.0,2394.0,2294.0,2682.0,3036.0,3032.0,3333.0,3379.0,28409.0,53575.0,18941.0,471070.0,322521.0,404477.0,27365.0,37303.0,51764.0
218,Poonch,124.0,190.0,101.0,398.0,628.0,208.0,604.0,443.0,756.0,488.0,532.0,385.0,744.0,1365.0,1066.0,2572.0,1576.0,1750.0,4175.0,3551.0,5425.0,4717.0,16616.0,16229.0,16929.0,22900.0,21512.0,22386.0,19631.0,21626.0,23332.0
219,Pulwama,158.0,263.0,259.0,419.0,705.0,539.0,1054.0,740.0,1271.0,1203.0,890.0,1128.0,1634.0,2300.0,2085.0,3713.0,2629.0,2931.0,3389.0,3703.0,5144.0,4602.0,9099.0,9415.0,9186.0,11432.0,10899.0,12933.0,12474.0,14121.0,14309.0
220,Rajouri,1047.0,949.0,707.0,1933.0,2637.0,1288.0,2528.0,2440.0,3013.0,3211.0,3153.0,2463.0,5565.0,6289.0,5326.0,9498.0,5981.0,5853.0,7661.0,6422.0,7971.0,8699.0,31020.0,30558.0,32190.0,37417.0,36829.0,36922.0,36964.0,39225.0,41609.0
221,Ramban,95.0,62.0,51.0,117.0,247.0,185.0,626.0,374.0,697.0,733.0,950.0,941.0,1015.0,1376.0,1211.0,1999.0,1160.0,1501.0,2258.0,2318.0,3362.0,3172.0,9486.0,9802.0,9772.0,12215.0,11599.0,12151.0,10441.0,11454.0,12924.0
222,Reasi,2387.0,2274.0,2619.0,3231.0,3174.0,2476.0,3277.0,3222.0,3562.0,3742.0,3673.0,3270.0,4379.0,5369.0,4996.0,6262.0,4703.0,5195.0,5145.0,4603.0,7124.0,6012.0,18679.0,18898.0,19468.0,27178.0,27359.0,27797.0,22612.0,24591.0,26074.0
223,Samba,5904.0,5653.0,5569.0,6686.0,7625.0,7655.0,8471.0,8416.0,8651.0,9669.0,11181.0,10324.0,12620.0,13285.0,12725.0,14924.0,13872.0,15473.0,15528.0,17043.0,19602.0,17731.0,23500.0,23293.0,22459.0,24156.0,24728.0,25843.0,25886.0,27222.0,29407.0
224,Shupiyan,0.0,4.0,12.0,35.0,20.0,32.0,0.0,12.0,78.0,68.0,56.0,49.0,81.0,275.0,138.0,1416.0,488.0,491.0,721.0,684.0,1527.0,1427.0,6643.0,6435.0,6229.0,8730.0,8088.0,9033.0,7388.0,8598.0,9202.0
225,Srinagar,1626.0,3010.0,2396.0,2283.0,3738.0,5240.0,6334.0,4403.0,4970.0,5666.0,5027.0,6549.0,7417.0,8730.0,9716.0,11034.0,9025.0,9449.0,11593.0,11458.0,14127.0,14371.0,17007.0,17179.0,16895.0,20096.0,19445.0,20601.0,21531.0,22987.0,23029.0
226,Udhampur,2860.0,3124.0,3400.0,4398.0,5102.0,4306.0,6145.0,5180.0,5510.0,5355.0,5529.0,5038.0,6996.0,7189.0,6653.0,9136.0,7005.0,8592.0,9105.0,11011.0,13600.0,12731.0,30551.0,30276.0,29895.0,36187.0,35753.0,37212.0,34754.0,37270.0,38221.0
227,Bokaro,20344.0,22196.0,24362.0,27135.0,26588.0,22048.0,22107.0,22306.0,23855.0,22924.0,24453.0,22129.0,27024.0,25532.0,24336.0,25087.0,25921.0,27263.0,30912.0,32569.0,32257.0,32126.0,59470.0,63421.0,61476.0,66784.0,66517.0,69699.0,74337.0,72508.0,76701.0
228,Chatra,782.0,740.0,799.0,1141.0,1008.0,1234.0,1545.0,1435.0,1624.0,1520.0,1715.0,1507.0,1502.0,1565.0,1330.0,1623.0,1922.0,1768.0,1692.0,1691.0,1897.0,2581.0,13171.0,16863.0,17937.0,36771.0,38415.0,39570.0,37219.0,39215.0,43507.0
229,Deoghar,910.0,2166.0,1736.0,2616.0,3319.0,2528.0,3104.0,3993.0,5279.0,5212.0,7163.0,5753.0,6564.0,7418.0,6150.0,8164.0,7994.0,8359.0,9425.0,10294.0,7992.0,9213.0,30151.0,32610.0,36465.0,42902.0,44100.0,47697.0,53835.0,51928.0,51378.0
230,Dhanbad,30569.0,32098.0,31343.0,35899.0,34767.0,30909.0,29510.0,30962.0,33737.0,32777.0,35025.0,31482.0,35362.0,34652.0,32735.0,35711.0,36745.0,38446.0,40313.0,40702.0,43998.0,44205.0,64444.0,66750.0,65891.0,69572.0,69590.0,72164.0,74724.0,72210.0,74820.0
231,Dumka,354.0,669.0,628.0,710.0,1179.0,830.0,892.0,1187.0,1370.0,1841.0,2351.0,1832.0,2608.0,2146.0,1610.0,2518.0,2276.0,2723.0,3579.0,3578.0,3024.0,3133.0,30845.0,34326.0,33528.0,40275.0,42050.0,44465.0,47014.0,46900.0,46982.0
232,Garhwa,731.0,679.0,701.0,977.0,817.0,670.0,1014.0,790.0,1261.0,1249.0,1276.0,1162.0,1691.0,1245.0,1350.0,1702.0,1416.0,1625.0,1756.0,1534.0,1414.0,1532.0,20637.0,21831.0,17369.0,36937.0,37428.0,37269.0,30833.0,39643.0,44095.0
233,Giridih,2454.0,3349.0,3253.0,4260.0,3574.0,2902.0,3517.0,3587.0,3898.0,4484.0,5578.0,4457.0,5562.0,6238.0,5646.0,6972.0,6898.0,6906.0,6823.0,7899.0,7729.0,7530.0,40971.0,42938.0,44304.0,58440.0,59779.0,63024.0,66277.0,70273.0,72663.0
234,Godda,1698.0,2488.0,2282.0,2871.0,3104.0,2708.0,2616.0,2502.0,4098.0,3749.0,4531.0,3546.0,3150.0,3357.0,2748.0,3250.0,3718.0,3316.0,2962.0,4025.0,4253.0,5136.0,20320.0,21706.0,20556.0,27466.0,28539.0,32654.0,38354.0,38981.0,39085.0
235,Gumla,182.0,201.0,137.0,470.0,498.0,284.0,635.0,406.0,922.0,503.0,1099.0,647.0,1135.0,578.0,645.0,1062.0,1007.0,1140.0,1199.0,1362.0,1574.0,1590.0,32492.0,34678.0,24044.0,47833.0,47792.0,47162.0,33460.0,42151.0,48098.0
236,Hazaribagh,5138.0,5673.0,6150.0,7185.0,6827.0,5490.0,7415.0,7061.0,8158.0,9088.0,9934.0,10246.0,12943.0,12757.0,12249.0,13854.0,14498.0,14504.0,15994.0,15626.0,16319.0,19750.0,56919.0,61958.0,59593.0,71606.0,73419.0,77798.0,84633.0,88062.0,91970.0
237,Jamtara,1723.0,2282.0,1959.0,2227.0,2584.0,1493.0,2117.0,2407.0,3337.0,3327.0,4440.0,3003.0,4363.0,5169.0,4039.0,5220.0,4527.0,4019.0,3441.0,3973.0,4371.0,3978.0,18260.0,19682.0,20268.0,23279.0,23249.0,25025.0,27977.0,27792.0,27676.0
238,Khunti,317.0,444.0,519.0,660.0,678.0,527.0,849.0,705.0,946.0,623.0,1313.0,996.0,1471.0,684.0,665.0,677.0,861.0,1263.0,1260.0,1127.0,918.0,1098.0,16343.0,20943.0,15950.0,26351.0,26648.0,26970.0,25043.0,27519.0,30903.0
239,Kodarma,787.0,1131.0,1037.0,1636.0,1379.0,1233.0,1342.0,1398.0,1676.0,1748.0,2064.0,1705.0,2420.0,2045.0,2581.0,2832.0,3235.0,4716.0,4971.0,4526.0,4666.0,4549.0,14987.0,16056.0,15698.0,18961.0,19020.0,21405.0,22019.0,22156.0,22092.0
240,Latehar,229.0,264.0,270.0,290.0,249.0,309.0,453.0,275.0,511.0,395.0,749.0,541.0,630.0,453.0,237.0,492.0,585.0,860.0,2018.0,2600.0,2948.0,2498.0,26400.0,27531.0,23131.0,38484.0,37525.0,40188.0,33014.0,40312.0,45610.0
241,Lohardaga,126.0,269.0,144.0,563.0,421.0,392.0,548.0,516.0,642.0,460.0,809.0,572.0,813.0,642.0,458.0,676.0,615.0,1506.0,1506.0,1789.0,3012.0,2741.0,13252.0,13646.0,12726.0,16595.0,16965.0,17290.0,16900.0,17886.0,19396.0
242,Pakur,429.0,618.0,641.0,808.0,891.0,730.0,889.0,1077.0,1177.0,1069.0,1384.0,1256.0,1699.0,1547.0,1469.0,1671.0,1931.0,2320.0,2004.0,2327.0,3088.0,3217.0,14778.0,16168.0,15573.0,19923.0,19698.0,21290.0,21439.0,22253.0,22921.0
243,Palamu,861.0,789.0,903.0,1147.0,1030.0,1294.0,1646.0,1409.0,1867.0,1833.0,2577.0,2092.0,2564.0,2542.0,2335.0,3873.0,3691.0,4570.0,4809.0,5473.0,5339.0,5505.0,34115.0,36055.0,35208.0,47369.0,49322.0,51608.0,53438.0,58825.0,61208.0
244,Pashchimi Singhbhum,3022.0,3998.0,3841.0,5290.0,5145.0,4308.0,4862.0,5000.0,5996.0,4369.0,5675.0,5514.0,8406.0,7173.0,6618.0,9732.0,8922.0,12018.0,16073.0,14010.0,15855.0,15170.0,62060.0,67156.0,60974.0,78835.0,78620.0,74801.0,72290.0,84959.0,84654.0
245,Purbi Singhbhum,11900.0,12871.0,13328.0,14961.0,16188.0,13508.0,15034.0,15641.0,15891.0,13894.0,18372.0,15687.0,21834.0,20299.0,18869.0,21907.0,20782.0,23033.0,20920.0,24861.0,23109.0,24422.0,49664.0,52469.0,50370.0,56655.0,59213.0,59289.0,62696.0,62035.0,62210.0
246,Ramgarh,11069.0,12466.0,11995.0,14097.0,13757.0,12497.0,11760.0,12807.0,12624.0,13560.0,14676.0,13682.0,17630.0,15472.0,14447.0,15684.0,16275.0,19673.0,20536.0,20295.0,21266.0,20984.0,34143.0,36343.0,34756.0,37966.0,37603.0,37572.0,40326.0,39738.0,43051.0
247,Ranchi,8456.0,9071.0,8729.0,13312.0,12893.0,11868.0,13434.0,13357.0,15620.0,14305.0,17966.0,17684.0,21762.0,20754.0,21620.0,25729.0,26742.0,28486.0,30025.0,29252.0,30052.0,32220.0,69406.0,75073.0,74979.0,86288.0,88763.0,89543.0,97407.0,101099.0,105244.0
248,Sahibganj,979.0,1080.0,1390.0,1381.0,1246.0,733.0,892.0,916.0,1439.0,1118.0,1617.0,1020.0,1478.0,1620.0,1059.0,1646.0,2204.0,2121.0,2430.0,2724.0,3641.0,6426.0,19769.0,20611.0,20983.0,25262.0,25981.0,28299.0,30038.0,30638.0,31440.0
249,Saraikela-kharsawan,5876.0,5409.0,6013.0,7577.0,7437.0,6335.0,6930.0,7681.0,9430.0,7191.0,9765.0,9832.0,12427.0,11802.0,12659.0,15416.0,13998.0,15247.0,17150.0,18950.0,20835.0,18363.0,35948.0,38539.0,36293.0,42312.0,44397.0,46601.0,49756.0,50637.0,51655.0
250,Simdega,378.0,345.0,333.0,549.0,489.0,358.0,560.0,478.0,789.0,509.0,662.0,495.0,581.0,667.0,668.0,986.0,895.0,900.0,801.0,611.0,968.0,737.0,11332.0,19091.0,10241.0,30678.0,31664.0,26982.0,20934.0,30163.0,30198.0
251,Bagalkot,16125.0,18042.0,23276.0,23296.0,28768.0,29918.0,37644.0,37622.0,39678.0,44086.0,45042.0,45761.0,51782.0,47948.0,45078.0,56243.0,59612.0,60624.0,56691.0,65170.0,67086.0,65150.0,62709.0,68118.0,66158.0,73830.0,77338.0,81841.0,82351.0,86408.0,93714.0
252,Bangalore,47600.0,47481.0,50034.0,58463.0,61817.0,62660.0,64884.0,71475.0,75177.0,78551.0,80805.0,82942.0,84985.0,87216.0,89294.0,95282.0,91797.0,95233.0,103976.0,107282.0,113021.0,114313.0,115082.0,117766.0,118318.0,121326.0,123775.0,130734.0,131028.0,133543.0,137749.0
253,Bangalore Rural,13225.0,14012.0,15617.0,19642.0,21636.0,21747.0,24188.0,26645.0,27586.0,29533.0,29591.0,31458.0,33634.0,34368.0,34344.0,39121.0,37235.0,40778.0,44193.0,45819.0,50549.0,49365.0,51080.0,53223.0,52670.0,58250.0,60412.0,69154.0,71054.0,76248.0,83053.0
254,Belgaum,44051.0,51228.0,53579.0,60066.0,64296.0,59323.0,85685.0,89258.0,98306.0,104328.0,101048.0,99139.0,99221.0,96061.0,91477.0,114222.0,119405.0,124814.0,111376.0,132375.0,140265.0,127056.0,122750.0,134064.0,128503.0,147598.0,153869.0,164212.0,164455.0,166696.0,186222.0
255,Bellary,11285.0,21799.0,24382.0,31806.0,36496.0,37043.0,46904.0,45087.0,51867.0,48364.0,51982.0,49779.0,56793.0,59821.0,55826.0,71233.0,68349.0,73450.0,73519.0,76269.0,82238.0,66742.0,101232.0,104252.0,99311.0,109199.0,110664.0,116716.0,116064.0,121773.0,131510.0
256,Bidar,11156.0,20678.0,24004.0,26797.0,26777.0,26263.0,32197.0,35380.0,37576.0,34040.0,32950.0,34638.0,38685.0,37133.0,33025.0,41912.0,39563.0,44112.0,41359.0,46012.0,53089.0,49092.0,56841.0,61228.0,56498.0,64076.0,68512.0,69042.0,66838.0,70706.0,78493.0
257,Bijapur,12544.0,12776.0,24075.0,24860.0,33062.0,28835.0,40756.0,46428.0,42628.0,49142.0,48052.0,39782.0,50324.0,52752.0,45899.0,56423.0,56234.0,53684.0,54446.0,63493.0,67320.0,73512.0,86700.0,96662.0,94908.0,106768.0,108928.0,113897.0,113252.0,116360.0,126831.0
258,Chamrajnagar,8248.0,10097.0,11247.0,13359.0,13099.0,13442.0,16242.0,16964.0,18092.0,20355.0,21315.0,18728.0,25762.0,23745.0,22051.0,28779.0,24499.0,27361.0,26428.0,28435.0,29490.0,26194.0,46539.0,47662.0,41075.0,51170.0,50322.0,55851.0,52592.0,52886.0,54898.0
